Id;CodeEcole2;Ecole;CodeProvinceEducationnelle;ProvinceEduc;CodeAnnee;Annee;CodeOption;Option;PartTot;PartH;PartF;ReussTot;ReussH;ReussF
11194;21049026;INSAINTITUTITUT 2 MABEKI;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;26;18;8;16;10;6
11195;21049032;LYCEE VUVU- KIETO;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;76;38;38;38;0;38
11196;21051016;INSAINTITUTITUT REVERENOTRE DAME THAMBA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;5;5;0;4;4;0
11197;21051025;INSAINTITUTITUT ZIMBA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;2;2;0;2;2;0
11198;21052017;INSAINTITUTITUT LA FOURMI;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;12;7;5;6;2;4
11199;21052026;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11200;21052036;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11201;21053012;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;9;5;4
11202;21053022;INSAINTITUTITUT YENZI;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;10;8;2;7;5;2
11203;21054015;INSAINTITUTITUT LOLO BENI;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;5;5;0;2;2;0
11204;21055017;INSAINTITUTITUT BAKANA 1;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;37;22;15;19;5;14
11205;21055027;COMPLEXE SCOLLEGEAIRELA BORNEMUANOTRE DAMEA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;9;5;4;5;1;4
11206;21055037;INSAINTITUTITUT LES IMMORTELS;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;10;5;5;5;0;5
11207;21055047;COMPLEXE SCOLLEGEAIRE MABEKI;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;27;15;12;13;2;11
11208;21055052;INSAINTITUTITUT VISAINTA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;6;4;2;3;1;2
11209;21056017;COMPLEXE SCOLLEGEAIRELES JEUNES CHAMPIONS 2;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;58;35;23;35;12;23
11210;21056021;INSAINTITUTITUT LUBENOTRE DAMEO;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;16;9;7;8;2;6
11211;21056031;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;12;7;5;7;2;5
11212;21057011;INSAINTITUTITUT TECH COM NOTRE DAMEUDI NOTRE DAMEUDI;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;6;5;1;0;0;0
11213;21059012;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11214;21059021;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;2;2;0
11215;21060011;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;18;10;8;0;0;0
11216;21060026;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;40;26;14;25;12;13
11217;21060031;INSAINTITUTITUT MUNGONGO;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;6;4;2;3;2;1
11218;21060040;AUTODIDACTES;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;8;6;2;5;3;2
11219;21062015;LYCEE KIMBANGU;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;8;7;1;5;4;1
11220;21062022;INSAINTITUTITUT TECH INOTRE DAMEUSAINTRIELLE PAT;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;13;11;2;11;9;2
11221;21062036;INSAINTITUTITUT TECH COM TEMVO;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;4;3;1;3;2;1
11222;21062047;INSAINTITUTITUT ZOLANA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;8;5;3;5;2;3
11223;21064012;COMPLEXE SCOLLEGEAIRE FLORENTIA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;8;7;1;7;6;1
11224;21064026;INSAINTITUTITUT CBCO MBANGU;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;8;6;2;6;4;2
11225;21064037;COMPLEXE SCOLLEGEAIRE LA RACINE 1;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;23;14;9;14;5;9
11226;21064047;COMPLEXE SCOLLEGEAIRE NTI - KULA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;18;10;8;9;1;8
11227;21065015;ITI MAWETE 1;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;12;9;3;8;6;2
11228;21065022;INSAINTITUTITUT SAINT FRANCOIS XAVIER;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11229;21065037;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;9;6;3;5;3;2
11230;21066017;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11231;21066027;COMPLEXE SCOLLEGEAIRE ORA ET LABOR;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;7;4;3;0;0;0
11232;21066036;COLLEGEEGE MAVUA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;12;7;5;5;1;4
11233;21066040;AUTODIDACTES;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11234;21067012;G.SC DE LA COTE MUANOTRE DAMEA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;75;47;28;47;19;28
11235;21067027;COMPLEXE SCOLLEGEAIRE LUWAWANU;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;19;11;8;9;3;6
11236;21067037;COMPLXE SCOLLEGEAIRE MA FAMILLE;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;11;6;5;0;0;0
11237;21068017;INSAINTITUTITUT DU COMPLEXE SCOLLEGEAIREHYPOCRATE;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;25;16;9;16;7;9
11238;21068028;INSAINTITUTITUT MAMAN NGIAMBUDULU;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;8;4;4;4;0;4
11239;21068038;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11240;21068044;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;7;4;3
11241;21068056;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;5;1;4
11242;21068067;COMPLEXE SCOLLEGEAIREDON SAMUEL;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;5;3;2;3;1;2
11243;21069017;COMPLEXE SCOLLEGEAIRE MIRADOR;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;7;5;2
11244;21069027;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;23;15;8;0;0;0
11245;21069037;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;10;7;3;7;4;3
11246;21069043;INSAINTITUTITUT MUDE NKOKO;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;4;3;1;0;0;0
11247;21069057;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;13;9;4;9;5;4
11248;21069069;INSAINTITUTITUT MARANATHA 1;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;72;47;25;46;21;25
11249;21070011;INSAINTITUTITUT LOANGO;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;6;5;1;5;4;1
11250;21070022;INSAINTITUTITUT MBALA MVUMU;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;4;4;0;4;4;0
11251;21071012;INSAINTITUTITUT DIANA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;4;2;2;0;0;0
11252;21071026;INSAINTITUTITUT DOCTEUR KUVUNA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;4;3;1;2;1;1
11253;21071032;INSAINTITUTITUT KIAZI -KI- KHONOTRE DAMEE;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;3;3;0;3;3;0
11254;21071042;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11255;21072012;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;3;0;3
11256;21072027;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;11;7;4;0;0;0
11257;21072037;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;17;10;7;0;0;0
11258;21072045;INSAINTITUTITUT MVIBUDULU 2;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;10;5;5;5;0;5
11259;21072057;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;10;6;4;4;1;3
11260;21072067;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;9;5;4;4;1;3
11261;21073015;ITS BALENOTRE DAMEA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;6;3;3;2;0;2
11262;21073026;ITP INGA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;39;22;17;22;5;17
11263;21073037;COMPLEXE SCOLLEGEAIRELA BORNE;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;13;7;6;6;1;5
11264;21073046;INSAINTITUTITUT NSANOTRE DAMEA SAMUNA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;16;12;4;11;7;4
11265;21073052;INSAINTITUTITUT TUSALASANA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;28;16;12;16;4;12
11266;21073066;INSAINTITUTITUT VANGU;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;7;5;2;5;3;2
11267;21074017;COMPLEXE SCOLLEGEAIREETOILE DU CONGO;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;5;3;2;0;0;0
11268;21074027;COMPLEXE SCOLLEGEAIRELA CRAIE BLANCHE;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;12;7;5;4;2;2
11269;21074036;INSAINTITUTITUT 1 MINKONOTRE DAMEO;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;36;22;14;19;7;12
11270;21074046;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11271;21074057;COLLEGEEGE SAINT HUSUELTHE;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11272;21075017;COMPLEXE SCOLLEGEAIRELES CHERUBINS;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;30;18;12;18;6;12
11273;21075026;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11274;21075039;INSAINTITUTITUT MARANATHA 2;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;39;24;15;24;9;15
11275;21075046;INSAINTITUTITUT MVIBUDULU;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;17;14;3;13;10;3
11276;21075056;ITP NKWANSAMBU;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;12;8;4;8;4;4
11277;21075067;GROUPE SCOLLEGEAIREC RELAXE INTER SCHOOL II;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;21;12;9;12;3;9
11278;21076017;COMPLEXE SCOLLEGEAIRELA CHANOTRE DAMEELLE;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11279;21076027;INSAINTITUTITUT LUZOLO;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;4;3;1;0;0;0
11280;21076036;INSAINTITUTITUT MVUADU;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;33;20;13;17;5;12
11281;21076047;INSAINTITUTITUT DU SION;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;3;3;0;3;3;0
11282;21077017;COMPLEXE SCOLLEGEAIREEXCELLENCE NGOMBE;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;2;2;0;2;2;0
11283;21077027;COMPLEXE SCOLLEGEAIRELA MODERNITE;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;12;6;6;6;0;6
11284;21077037;;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;0;0;0;0;0;0
11285;21077047;COMPLEXE SCOLLEGEAIREMONT FLEURI;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;14;8;6;6;2;4
11286;21079015;INSAINTITUTITUT KAYI TSANGA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;26;16;10;0;0;0
11287;21079021;ITP KITONA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;37;22;15;22;7;15
11288;21080017;COMPLEXE SCOLLEGEAIREJOSE PINTO;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;7;5;2;4;2;2
11289;21080027;COMPLEXE SCOLLEGEAIRELA LUMIERE;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;17;9;8;9;1;8
11290;21081017;COMPLEXE SCOLLEGEAIREAVENIR;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;17;14;3;14;11;3
11291;21081026;INSAINTITUTITUT CBCO MUSINGA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;15;10;5;10;5;5
11292;21081036;INSAINTITUTITUT KIMBANZA;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;14;9;5;9;4;5
11293;21081047;INSAINTITUTITUT LE HARVRE DE PAIX;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;7;4;3;3;1;2
11294;21082016;INSAINTITUTITUT LUTHERIEN NKONOTRE DAMEO;21;KONGO-CENTRAL 1;4;2022;301;COMMERCIALE ET GESTION;5;3;2;0;0;0
11295;21001017;COMPLEXE SCOLAIRE LA BORNE;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;15;8;7;7;0;7
11296;21001027;COLLEGE DE LA SAGESSE;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;40;24;16;22;7;15
11297;21002017;COMPLEXE SCOLAIRE LA BONNE SEMENCE;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;45;26;19;24;7;17
11298;21002027;;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;56;38;18;37;19;18
11299;21002037;COMPLEXE SCOLAIRE LES CHERUBINS 3;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;32;21;11;21;10;11
11300;21002047;GROUPE SCOLAIRE MAMAN PHAMBU;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;14;8;6;8;2;6
11301;21003016;INSTITUT LUWAWANU 1;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;13;11;2;11;9;2
11302;21003027;GROUPE SCOLAIRE ROI SALOMON;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;56;31;25;29;6;23
11303;21003037;COMPLEXE SCOLAIRE LA LUMIERE;21;KONGO-CENTRAL 1;5;2023;102;SCIENCES;43;27;16;26;11;15
11304;21003040;AUTODIDACTES;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;12;7;5;6;2;4
11305;21004012;INSTITUT BOMA MUNGU 2;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;46;29;17;27;12;15
11306;21004027;COMPLEXE SCOLAIRE LE BERCEAU;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;7;4;3;4;1;3
11307;21004037;COMPLEXE SCOLAIRE DIEU VOIT TOUT;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;6;4;2;2;1;1
11308;21005012;INSTITUT TUZOLASANA;21;KONGO-CENTRAL 1;5;2023;102;SCIENCES;15;12;3;11;8;3
11309;21005022;ITC MBINGU;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;11;9;2;9;7;2
11310;21007017;ITAS BANA SCAM;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;13;10;3;10;7;3
11311;21007025;INSTITUT TSITU NZOBE;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;2;2;0;2;2;0
11312;21007030;AUTODIDACTES;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;3;2;1;1;1;0
11313;20101015;INSTITUT MBANGA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;29;21;8;20;13;7
11314;20101022;INSTITUT KUPIKA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;23;17;6;17;11;6
11315;20101031;ITC TSHELA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;19;11;8;11;3;8
11316;22101012;INSTITUT DU CENTENAIRE;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;19;14;5;14;9;5
11317;22101027;COMPLEXE SCOLAIRE LA BORNE/MUANDA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;8;4;4;4;0;4
11318;23101017;COMPLEXE SCOLAIRE TSIMBA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;17;9;8;9;1;8
11319;23101027;COMPLEXE SCOLAIRE MAKAYA LEZI;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;36;22;14;22;8;14
11320;24101015;INSTITUT 1 TOMISA LUZINGU;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;39;27;12;27;15;12
11321;24101027;COLLEGE MAS LE SAVANT;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;23;14;9;14;5;9
11322;24101030;AUTODIDACTES;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;16;9;7;6;1;5
11323;25101015;INSTITUT LUNGIKAMA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;8;7;1;7;6;1
11324;25101029;COLLEGE ADVENTISTE;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;6;6;0;6;6;0
11325;29101017;COMPLEXE SCOLAIRE LA PATIENCE;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;6;4;2;4;2;2
11326;29101026;INSTITUT ELPIDA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;6;4;2;4;2;2
11327;21021011;INSTITUT DE KALAMU;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;23;16;7;16;9;7
11328;21021026;INSTITUT BON MARCHE;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;21;15;6;15;9;6
11329;21021037;COMPLEXE SCOLAIRE BON BERGER;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;2;2;0;1;1;0
11330;21023011;INSTITUT LONDE;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;85;52;33;50;17;33
11331;21023027;COMPLEXE SCOLAIRE CHRIST NOTRE VIE;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;28;17;11;16;6;10
11332;21024012;INSTITUT MANDANGAMANGA;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;25;16;9;14;7;7
11333;21024022;INSTITUT KISAMA;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;13;9;4;8;4;4
11334;21024032;INSTITUT KISAMA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;12;11;1;11;10;1
11335;21024042;INSTITUT TSANGA -NORD;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;40;26;14;26;12;14
11336;21024055;INSTITUT LUPANDJI;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;5;5;0;5;5;0
11337;21024060;AUTODIDACTES;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;1;1;0;1;1;0
11338;21025017;COMPLEXE SCOLAIRE BOBOTO 2;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;12;8;4;8;4;4
11339;21025027;LYCEE MARIAL;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;21;12;9;10;2;8
11340;21026017;INSTITUT LES AMIS DE DIEU;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;69;42;27;42;15;27
11341;21026027;COMPLEXE SCOLAIRE LA BORNE;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;12;9;3;9;6;3
11342;21027012;INSTITUT BELVEDERE;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;65;40;25;40;15;25
11343;21027027;COMPLEXE SCOLAIRE MAMAN NSONA;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;22;15;7;14;7;7
11344;21027037;COLLEGE DE LEX;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;10;6;4;6;2;4
11345;21028017;COMPLEXE SCOLAIRE CAMP DE DIEU;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;24;14;10;13;3;10
11346;21028027;GROUPE SCOLAIRE LA BENEDICTION DE LETERNEL;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;21;14;7;11;6;5
11347;21028037;COMPLEXE SCOLAIRE SAINT JEAN CLAUDOS;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;6;4;2;2;0;2
11348;21029017;COMPLEXE SCOLAIRE BOBOTO 2;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;33;20;13;19;7;12
11349;21032015;INSTITUT KIMPUANZA;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;76;51;25;49;25;24
11350;21032021;INSTITUT KUNGU YALALA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;1;1;0;1;1;0
11351;21033016;INSTITUT BULUNGIDI;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;8;6;2;5;4;1
11352;21033022;INSTITUT KAI -MBAKU;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;16;12;4;12;8;4
11353;21035012;INSTITUT MATONDO;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;5;4;1;3;3;0
11354;21035021;INSTITUT MBATA - MAKONGO;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;8;8;0;8;8;0
11355;21035032;INSTITUT MANDU;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;15;9;6;9;3;6
11356;21035042;INSTITUT MBATA - BANGA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;12;11;1;11;10;1
11357;21035051;INSTITUT MBATA MAKONGO;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;32;19;13;19;6;13
11358;21037012;INSTITUT BAKISI;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;41;26;15;24;9;15
11359;21038012;LYCEE DE KIZU;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;18;13;5;13;8;5
11360;21038027;COMPLEXE SCOLAIRE ABBE SERGE;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;4;4;0;4;4;0
11361;21040017;COMPLEXE SCOLAIRE MONT THABOR;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;31;24;7;23;16;7
11362;21040027;INSTITUT LES AMIS DE JESUS;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;12;8;4;8;4;4
11363;21042012;LYCEE MBUETETE YA MBU;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;71;38;33;38;5;33
11364;21042027;COMPLEXE SCOLAIRE FRANCOIS TEMBO BUELA;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;26;14;12;9;0;9
11365;21042030;AUTODIDACTES;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;6;4;2;4;2;2
11366;21043015;INSTITUT LUENGISA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;11;9;2;8;6;2
11367;21043021;INSTITUT MAYEMBA;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;36;20;16;19;4;15
11368;21044017;COMPLEXE SCOLAIRE SAINT JOSEPH;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;22;15;7;13;7;6
11369;21046017;COMPLEXE SCOLAIRE LA CLOCHE;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;10;6;4;4;1;3
11370;21046025;INSTITUT KIKIAKA;21;KONGO-CENTRAL 1;5;2023;101;LATIN-PHILOSOPHIE;4;3;1;2;1;1
11371;21046037;COMPLEXE SCOLAIRE MONT TSHIKENGE LA CADETTE;21;KONGO-CENTRAL 1;5;2023;102;SCIENCES;66;45;21;44;23;21
11372;21046047;INSTITUT KIZITO;21;KONGO-CENTRAL 1;5;2023;102;SCIENCES;7;4;3;4;1;3
11373;21047012;INSTITUT FUBU;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;34;19;15;18;3;15
11374;21047022;INSTITUT DE KANGU;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;8;7;1;6;5;1
11375;21049017;COMPLEXE SCOLAIRE FRERE TSUMBU;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;12;7;5;7;2;5
11376;21049027;COMPLEXE SCOLAIRE LES CHERUBINS 2;21;KONGO-CENTRAL 1;5;2023;201;PEDAGOGIE GENERALE;18;12;6;2;2;0
11377;21049032;LYCEE VUVU- KIETO;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;52;26;26;26;0;26
11378;21049047;INSTITUT BUPROF;21;KONGO-CENTRAL 1;5;2023;301;COMMERCIALE ET GESTION;2;1;1;1;0;1
